order_id,customer_id,product_name,category,region,sales_rep,order_date,unit_price,quantity,discount,total_amount,status,payment_method
ORD-000462,96,Laptop,Mobile,Central,David Wilson,2024-07-01,1045.99,4,0.06,3932.92,Completed,Bank Transfer
ORD-000463,27,Phone,Accessories,West,David Wilson,2024-07-01,647.71,1,0.19,524.65,Cancelled,Bank Transfer
ORD-000464,1,Headphones,Mobile,West,Alice Johnson,2024-04-09,128.36,1,0.15,109.11,Completed,Credit Card
ORD-000465,191,Headphones,Accessories,East,Alice Johnson,2024-08-13,72.12,2,0.13,125.49,Cancelled,PayPal
ORD-000466,181,Monitor,Electronics,Central,Alice Johnson,2024-12-29,151.81,3,0.13,396.22,Cancelled,Credit Card
ORD-000467,173,Mouse,Mobile,South,Carol Davis,2024-07-07,31.5,4,0.12,110.88,Cancelled,Cash
ORD-000468,65,Mouse,Accessories,South,Alice Johnson,2024-08-07,31.29,5,0.17,129.85,Cancelled,Credit Card
ORD-000469,122,Mouse,Accessories,East,David Wilson,2024-07-01,35.01,3,0.02,102.93,Cancelled,Credit Card
ORD-000470,9,Headphones,Computing,Central,Carol Davis,2024-08-12,60.48,3,0.07,168.74,Completed,Cash
ORD-000471,138,Laptop,Electronics,South,Eva Brown,2024-08-17,1790.67,3,0.02,5264.57,Cancelled,Credit Card
ORD-000472,181,Webcam,Computing,North,Alice Johnson,2024-01-12,45.7,1,0.05,43.41,Completed,Bank Transfer
ORD-000473,15,Mouse,Electronics,North,David Wilson,2024-12-15,13.86,5,0.1,62.37,Cancelled,PayPal
ORD-000474,133,Webcam,Accessories,East,Bob Smith,2024-02-19,98.7,1,0.17,81.92,Cancelled,Bank Transfer
ORD-000475,131,Webcam,Mobile,North,Alice Johnson,2024-11-01,70.99,2,0.13,123.52,Cancelled,Bank Transfer
ORD-000476,200,Webcam,Computing,South,Eva Brown,2024-02-25,117.96,3,0.14,304.34,Completed,PayPal
ORD-000477,34,Laptop,Mobile,North,Bob Smith,2024-11-29,1848.88,2,0.12,3254.03,Cancelled,Cash
ORD-000478,172,Tablet,Accessories,North,Eva Brown,2024-07-20,427.14,5,0.19,1729.92,Completed,Bank Transfer
ORD-000479,14,Monitor,Mobile,West,Carol Davis,2024-08-30,242.33,1,0.19,196.29,Cancelled,Credit Card
ORD-000480,23,Monitor,Accessories,East,Carol Davis,2024-06-30,481.93,3,0.17,1200.01,Completed,Bank Transfer
ORD-000481,122,Monitor,Electronics,North,Alice Johnson,2024-10-03,406.32,3,0.07,1133.63,Completed,Bank Transfer
ORD-000482,107,Keyboard,Electronics,South,Carol Davis,2024-09-18,88.51,1,0.16,74.35,Cancelled,Cash
ORD-000483,49,Headphones,Electronics,South,Alice Johnson,2024-05-14,185.41,4,0.02,726.81,Completed,PayPal
ORD-000484,171,Webcam,Electronics,Central,Eva Brown,2024-05-18,44.35,4,0.01,175.63,Cancelled,Credit Card
ORD-000485,92,Laptop,Electronics,Central,Carol Davis,2024-02-02,1359.17,4,0.14,4675.54,Cancelled,Cash
ORD-000486,69,Headphones,Computing,Central,Alice Johnson,2024-04-12,87.49,3,0.07,244.1,Completed,Cash
ORD-000487,185,Keyboard,Computing,East,Eva Brown,2024-10-16,78.01,3,0.13,203.61,Cancelled,Cash
ORD-000488,178,Laptop,Mobile,South,David Wilson,2024-09-07,1332.93,2,0.05,2532.57,Cancelled,Bank Transfer
ORD-000489,185,Mouse,Mobile,East,David Wilson,2024-11-20,31.48,3,0.16,79.33,Completed,PayPal
ORD-000490,77,Keyboard,Accessories,West,Eva Brown,2024-07-26,20.1,5,0.07,93.46,Cancelled,Bank Transfer
ORD-000491,39,Tablet,Computing,East,Eva Brown,2024-03-06,720.17,3,0.09,1966.06,Completed,Bank Transfer
ORD-000492,177,Headphones,Computing,East,Eva Brown,2024-08-13,88.41,5,0.06,415.53,Completed,PayPal
ORD-000493,106,Phone,Mobile,North,Eva Brown,2024-10-10,373.31,1,0.09,339.71,Completed,Bank Transfer
ORD-000494,178,Phone,Computing,South,Alice Johnson,2024-02-03,914.29,2,0.12,1609.15,Cancelled,Bank Transfer
ORD-000495,111,Webcam,Computing,North,Eva Brown,2024-11-19,42.99,2,0.04,82.54,Completed,Credit Card
ORD-000496,116,Monitor,Computing,West,David Wilson,2024-04-24,365.13,4,0.14,1256.05,Cancelled,PayPal
ORD-000497,162,Keyboard,Computing,North,Bob Smith,2024-05-21,68.66,2,0.19,111.23,Completed,Bank Transfer
ORD-000498,26,Keyboard,Accessories,North,Eva Brown,2024-11-21,70.29,1,0.03,68.18,Completed,PayPal
ORD-000499,192,Keyboard,Accessories,South,Eva Brown,2024-12-17,89.41,4,0.09,325.45,Cancelled,Bank Transfer
ORD-000500,195,Laptop,Mobile,North,Eva Brown,2024-02-08,1231.85,4,0.14,4237.56,Cancelled,PayPal
ORD-000501,139,Tablet,Electronics,South,Alice Johnson,2024-05-17,215.16,2,0.18,352.86,Completed,Cash
ORD-000502,65,Phone,Electronics,Central,Bob Smith,2024-01-07,414.24,4,0.01,1640.39,Completed,Credit Card
ORD-000503,51,Phone,Electronics,West,Carol Davis,2024-03-10,386.21,1,0.01,382.35,Cancelled,PayPal
ORD-000504,126,Monitor,Mobile,North,Carol Davis,2024-05-08,229.54,5,0.08,1055.88,Cancelled,Bank Transfer
ORD-000505,156,Headphones,Computing,East,Carol Davis,2024-10-27,44.88,4,0.15,152.59,Cancelled,Credit Card
ORD-000506,192,Webcam,Mobile,Central,Bob Smith,2024-12-25,80.36,2,0.13,139.83,Completed,Credit Card
ORD-000507,86,Webcam,Electronics,West,Carol Davis,2024-10-24,110.49,4,0.12,388.92,Cancelled,Cash
ORD-000508,153,Phone,Electronics,North,Alice Johnson,2024-03-03,922.79,4,0.18,3026.75,Cancelled,Credit Card
ORD-000509,29,Keyboard,Electronics,Central,David Wilson,2024-01-07,98.4,1,0.03,95.45,Cancelled,Bank Transfer
ORD-000510,163,Mouse,Accessories,North,Eva Brown,2024-07-06,22.72,2,0.2,36.35,Completed,PayPal
ORD-000511,136,Tablet,Mobile,Central,Alice Johnson,2024-09-30,724.99,1,0.01,717.74,Completed,Bank Transfer
ORD-000512,51,Webcam,Computing,West,Bob Smith,2024-10-31,105.24,3,0.02,309.41,Completed,Bank Transfer
ORD-000513,17,Headphones,Computing,North,Eva Brown,2024-03-30,120.51,2,0.12,212.1,Cancelled,PayPal
ORD-000514,94,Webcam,Accessories,South,Eva Brown,2024-02-16,71.21,4,0.07,264.9,Cancelled,Bank Transfer
ORD-000515,53,Monitor,Electronics,Central,Bob Smith,2024-05-12,266.75,2,0.09,485.49,Cancelled,Cash
ORD-000516,125,Keyboard,Electronics,West,Eva Brown,2024-08-14,46.63,5,0.12,205.17,Completed,Cash
ORD-000517,103,Mouse,Mobile,South,David Wilson,2024-08-01,34.06,4,0.02,133.52,Cancelled,Cash
ORD-000518,122,Laptop,Computing,Central,David Wilson,2024-03-24,1869.45,1,0.05,1775.98,Cancelled,Credit Card
ORD-000519,38,Headphones,Electronics,West,Carol Davis,2024-11-14,95.62,4,0.05,363.36,Cancelled,Cash
ORD-000520,91,Mouse,Mobile,West,Alice Johnson,2024-03-04,30.18,5,0.01,149.39,Cancelled,Cash
ORD-000521,105,Headphones,Accessories,West,Bob Smith,2024-03-27,184.67,2,0.13,321.33,Completed,Bank Transfer
ORD-000522,136,Phone,Accessories,East,Bob Smith,2024-07-05,771.96,3,0.15,1968.5,Completed,PayPal
ORD-000523,143,Headphones,Computing,Central,Alice Johnson,2024-10-25,196.67,4,0.13,684.41,Cancelled,Cash
ORD-000524,75,Phone,Accessories,North,Carol Davis,2024-05-27,933.11,3,0.05,2659.36,Cancelled,Credit Card
ORD-000525,4,Phone,Accessories,East,Alice Johnson,2024-03-11,542.75,4,0.02,2127.58,Completed,Bank Transfer
ORD-000526,61,Phone,Mobile,South,Carol Davis,2024-10-10,1049.92,1,0.18,860.93,Completed,Credit Card
ORD-000527,55,Laptop,Mobile,North,Carol Davis,2024-11-15,1818.51,3,0.03,5291.86,Cancelled,Bank Transfer
ORD-000528,141,Mouse,Computing,West,Bob Smith,2024-03-31,23.38,3,0.05,66.63,Cancelled,Bank Transfer
ORD-000529,175,Webcam,Electronics,North,Bob Smith,2024-01-24,121.86,3,0.14,314.4,Cancelled,Credit Card
ORD-000530,98,Laptop,Accessories,East,Alice Johnson,2024-06-09,1937.12,1,0.13,1685.29,Cancelled,Cash
ORD-000531,144,Phone,Accessories,Central,Eva Brown,2024-09-07,375.53,5,0.16,1577.23,Completed,Cash
ORD-000532,72,Laptop,Mobile,East,Bob Smith,2024-06-30,820.55,3,0.16,2067.79,Cancelled,Bank Transfer
ORD-000533,124,Laptop,Electronics,East,David Wilson,2024-12-04,1950.39,2,0.06,3666.73,Completed,Bank Transfer
ORD-000534,118,Tablet,Accessories,North,Bob Smith,2024-09-24,425.73,1,0.1,383.16,Cancelled,Bank Transfer
ORD-000535,17,Laptop,Computing,South,Carol Davis,2024-04-13,1032.27,2,0.1,1858.09,Cancelled,Cash
ORD-000536,85,Tablet,Mobile,Central,Carol Davis,2024-04-14,480.9,2,0.04,923.33,Cancelled,PayPal
ORD-000537,120,Keyboard,Computing,East,Carol Davis,2024-04-17,75.12,5,0.05,356.82,Cancelled,PayPal
ORD-000538,90,Headphones,Electronics,South,Alice Johnson,2024-02-06,69.82,5,0.15,296.73,Cancelled,Bank Transfer
ORD-000539,30,Headphones,Computing,West,Bob Smith,2024-09-25,138.92,3,0.15,354.25,Cancelled,Bank Transfer
ORD-000540,190,Webcam,Electronics,North,Eva Brown,2024-09-01,137.23,3,0.04,395.22,Completed,PayPal
ORD-000541,164,Mouse,Mobile,North,Alice Johnson,2024-09-27,21.87,3,0.14,56.42,Completed,PayPal
ORD-000542,57,Headphones,Electronics,Central,Eva Brown,2024-09-28,190.84,4,0.09,694.66,Cancelled,Bank Transfer
ORD-000543,78,Keyboard,Computing,North,Eva Brown,2024-02-22,94.94,5,0.13,412.99,Cancelled,Cash
ORD-000544,141,Laptop,Electronics,East,Bob Smith,2024-09-09,987.48,4,0.19,3199.44,Completed,Bank Transfer
ORD-000545,169,Tablet,Accessories,Central,David Wilson,2024-12-12,624.15,2,0.03,1210.85,Cancelled,PayPal
ORD-000546,59,Phone,Mobile,North,David Wilson,2024-11-23,664.29,1,0.06,624.43,Cancelled,Cash
ORD-000547,33,Mouse,Accessories,North,Bob Smith,2024-09-05,26.27,1,0.19,21.28,Completed,PayPal
ORD-000548,125,Headphones,Electronics,West,Bob Smith,2024-01-28,133.64,5,0.09,608.06,Cancelled,Bank Transfer
ORD-000549,113,Mouse,Electronics,West,Alice Johnson,2024-10-05,14.78,2,0.02,28.97,Cancelled,PayPal
ORD-000550,161,Headphones,Accessories,North,David Wilson,2024-09-27,90.73,4,0.14,312.11,Cancelled,Cash
ORD-000551,149,Tablet,Computing,East,David Wilson,2024-12-19,316.56,2,0.04,607.8,Completed,Credit Card
ORD-000552,148,Headphones,Electronics,South,Bob Smith,2024-06-28,85.61,5,0.11,380.96,Cancelled,Cash
ORD-000553,179,Tablet,Mobile,North,David Wilson,2024-03-24,336.66,4,0.04,1292.77,Completed,Cash
ORD-000554,172,Laptop,Accessories,West,Eva Brown,2024-09-23,1091.48,3,0.07,3045.23,Cancelled,PayPal
ORD-000555,185,Headphones,Computing,West,Bob Smith,2024-01-10,129.9,2,0.03,252.01,Cancelled,Credit Card
ORD-000556,64,Phone,Mobile,East,Alice Johnson,2024-07-14,934.88,5,0.07,4347.19,Completed,Bank Transfer
ORD-000557,38,Mouse,Computing,South,Carol Davis,2024-10-11,29.33,1,0.12,25.81,Cancelled,Credit Card
ORD-000558,166,Phone,Computing,Central,Eva Brown,2024-01-23,328.72,3,0.09,897.41,Cancelled,Bank Transfer
ORD-000559,73,Webcam,Electronics,South,David Wilson,2024-11-04,125.37,4,0.12,441.3,Completed,Cash
ORD-000560,27,Phone,Electronics,West,Alice Johnson,2024-10-15,702.05,2,0.04,1347.94,Cancelled,Cash
ORD-000561,45,Monitor,Mobile,Central,David Wilson,2024-01-09,415.95,2,0.02,815.26,Completed,Cash
ORD-000562,97,Phone,Accessories,West,Eva Brown,2024-03-31,551.99,2,0.05,1048.78,Completed,Bank Transfer
ORD-000563,139,Tablet,Electronics,North,Alice Johnson,2024-08-10,791.08,3,0.19,1922.32,Completed,Cash
ORD-000564,174,Headphones,Mobile,East,Eva Brown,2024-09-24,68.06,3,0.11,181.72,Cancelled,Bank Transfer
ORD-000565,162,Phone,Electronics,South,Alice Johnson,2024-02-16,583.22,4,0.06,2192.91,Completed,Credit Card
ORD-000566,112,Mouse,Accessories,East,David Wilson,2024-03-22,41.59,3,0.07,116.04,Cancelled,Cash
ORD-000567,144,Laptop,Accessories,North,Alice Johnson,2024-07-13,1712.82,5,0.15,7279.48,Completed,PayPal
ORD-000568,113,Keyboard,Computing,Central,David Wilson,2024-03-26,45.43,5,0.08,208.98,Cancelled,PayPal
ORD-000569,93,Keyboard,Electronics,East,David Wilson,2024-09-17,39.68,4,0.06,149.2,Cancelled,Bank Transfer
ORD-000570,118,Tablet,Mobile,Central,David Wilson,2024-06-12,612.34,2,0.17,1016.48,Cancelled,Credit Card
ORD-000571,41,Laptop,Accessories,Central,Alice Johnson,2024-07-31,1940.85,4,0.1,6987.06,Cancelled,Bank Transfer
ORD-000572,39,Tablet,Accessories,West,David Wilson,2024-04-04,606.28,1,0.05,575.97,Completed,Cash
ORD-000573,143,Tablet,Mobile,South,Carol Davis,2024-12-14,512.99,4,0.07,1908.32,Completed,PayPal
ORD-000574,55,Webcam,Mobile,East,Eva Brown,2024-06-30,65.54,2,0.02,128.46,Cancelled,PayPal
ORD-000575,121,Mouse,Electronics,South,Bob Smith,2024-07-09,32.27,3,0.17,80.35,Cancelled,Credit Card
ORD-000576,125,Headphones,Accessories,South,Carol Davis,2024-03-05,134.13,5,0.09,610.29,Cancelled,Cash
ORD-000577,166,Mouse,Mobile,North,Eva Brown,2024-11-23,11.17,1,0.19,9.05,Completed,Credit Card
ORD-000578,21,Headphones,Electronics,South,David Wilson,2024-04-11,62.11,1,0.16,52.17,Completed,Cash
ORD-000579,151,Mouse,Computing,West,Alice Johnson,2024-10-02,27.19,4,0.09,98.97,Cancelled,Bank Transfer
ORD-000580,168,Phone,Electronics,South,Carol Davis,2024-10-26,1069.12,3,0.09,2918.7,Completed,PayPal
ORD-000581,57,Laptop,Electronics,West,Carol Davis,2024-06-09,1721.43,3,0.09,4699.5,Completed,Credit Card
ORD-000582,149,Monitor,Accessories,West,Alice Johnson,2024-03-06,259.31,2,0.1,466.76,Completed,Cash
ORD-000583,65,Webcam,Computing,Central,David Wilson,2024-03-11,98.63,1,0.1,88.77,Completed,Credit Card
ORD-000584,3,Mouse,Accessories,West,Eva Brown,2024-10-24,11.12,1,0.02,10.9,Completed,Credit Card
ORD-000585,80,Monitor,Computing,West,David Wilson,2024-05-30,332.11,3,0.06,936.55,Cancelled,PayPal
ORD-000586,36,Mouse,Computing,Central,Carol Davis,2024-05-17,35.42,2,0.18,58.09,Cancelled,Credit Card
ORD-000587,43,Laptop,Mobile,East,Eva Brown,2024-06-01,1955.12,3,0.05,5572.09,Cancelled,PayPal
ORD-000588,112,Mouse,Electronics,North,Carol Davis,2024-10-13,46.28,2,0.18,75.9,Cancelled,Cash
ORD-000589,46,Laptop,Accessories,South,Carol Davis,2024-11-04,1414.15,4,0.09,5147.51,Cancelled,Credit Card
ORD-000590,104,Mouse,Accessories,West,Bob Smith,2024-08-11,26.11,2,0.02,51.18,Completed,Credit Card
ORD-000591,137,Mouse,Accessories,East,David Wilson,2024-11-17,40.68,5,0.08,187.13,Cancelled,Bank Transfer
ORD-000592,14,Keyboard,Accessories,South,Carol Davis,2024-11-05,78.17,5,0.1,351.77,Cancelled,Cash
ORD-000593,142,Webcam,Accessories,West,Carol Davis,2024-05-25,91.3,3,0.06,257.47,Cancelled,Credit Card
ORD-000594,39,Phone,Computing,North,Alice Johnson,2024-12-15,333.58,1,0.05,316.9,Completed,PayPal
ORD-000595,3,Headphones,Electronics,North,Carol Davis,2024-05-01,108.88,4,0.04,418.1,Completed,Bank Transfer
ORD-000596,7,Laptop,Mobile,South,Carol Davis,2024-11-03,1299.45,2,0.07,2416.98,Completed,Bank Transfer
ORD-000597,32,Webcam,Computing,South,Alice Johnson,2024-09-24,106.55,2,0.02,208.84,Cancelled,Cash
ORD-000598,146,Headphones,Computing,Central,Alice Johnson,2024-11-24,168.01,1,0.0,168.01,Completed,Credit Card
ORD-000599,15,Monitor,Computing,Central,Alice Johnson,2024-11-24,299.2,3,0.19,727.06,Cancelled,Credit Card
ORD-000600,115,Monitor,Electronics,West,Alice Johnson,2024-03-28,151.83,3,0.06,428.16,Cancelled,Credit Card
ORD-000601,165,Phone,Electronics,North,Carol Davis,2024-11-28,694.8,5,0.19,2813.94,Cancelled,Bank Transfer
ORD-000602,85,Phone,Electronics,Central,David Wilson,2024-09-07,358.06,3,0.02,1052.7,Cancelled,Cash
ORD-000603,164,Monitor,Mobile,Central,Alice Johnson,2024-03-02,279.01,4,0.17,926.31,Completed,PayPal
ORD-000604,50,Tablet,Electronics,West,Alice Johnson,2024-06-30,296.29,3,0.1,799.98,Completed,Cash
ORD-000605,200,Headphones,Electronics,South,David Wilson,2024-10-07,158.09,3,0.17,393.64,Completed,Bank Transfer
ORD-000606,101,Webcam,Mobile,West,Bob Smith,2024-01-29,40.59,2,0.14,69.81,Completed,PayPal
ORD-000607,3,Phone,Accessories,South,Alice Johnson,2024-04-15,1185.76,2,0.16,1992.08,Cancelled,Cash
ORD-000608,8,Phone,Accessories,Central,David Wilson,2024-04-01,446.4,4,0.0,1785.6,Completed,Credit Card
ORD-000609,183,Tablet,Mobile,North,Alice Johnson,2024-11-23,564.64,1,0.06,530.76,Completed,Credit Card
ORD-000610,117,Mouse,Accessories,West,Bob Smith,2024-08-28,42.81,5,0.05,203.35,Cancelled,Credit Card
ORD-000611,46,Mouse,Computing,North,Alice Johnson,2024-12-26,48.21,5,0.16,202.48,Completed,PayPal
ORD-000612,3,Keyboard,Mobile,North,Eva Brown,2024-12-15,47.34,2,0.12,83.32,Completed,Cash
ORD-000613,65,Monitor,Computing,North,Eva Brown,2024-11-06,401.84,1,0.08,369.69,Completed,Cash
ORD-000614,174,Monitor,Electronics,North,Bob Smith,2024-03-12,357.78,2,0.04,686.94,Cancelled,PayPal
ORD-000615,132,Phone,Electronics,East,Bob Smith,2024-11-17,316.51,3,0.05,902.05,Cancelled,Credit Card
ORD-000616,102,Phone,Electronics,Central,David Wilson,2024-03-25,672.32,2,0.08,1237.07,Cancelled,Cash
ORD-000617,181,Mouse,Accessories,Central,Alice Johnson,2024-11-27,15.27,5,0.1,68.72,Cancelled,PayPal
ORD-000618,29,Phone,Accessories,South,Carol Davis,2024-02-03,1074.33,3,0.06,3029.61,Cancelled,Credit Card
ORD-000619,84,Tablet,Accessories,North,Bob Smith,2024-06-24,750.15,5,0.16,3150.63,Completed,Credit Card
ORD-000620,129,Tablet,Accessories,West,Eva Brown,2024-02-10,793.65,5,0.17,3293.65,Cancelled,Cash
ORD-000621,144,Tablet,Electronics,South,Bob Smith,2024-11-25,766.44,1,0.13,666.8,Cancelled,Bank Transfer
ORD-000622,35,Mouse,Mobile,Central,David Wilson,2024-02-13,12.16,5,0.14,52.29,Cancelled,PayPal
ORD-000623,12,Mouse,Accessories,North,Eva Brown,2024-03-25,32.12,4,0.18,105.35,Completed,Credit Card
ORD-000624,6,Monitor,Computing,South,David Wilson,2024-11-21,164.09,2,0.09,298.64,Completed,Cash
ORD-000625,153,Tablet,Computing,Central,Carol Davis,2024-06-29,638.41,3,0.18,1570.49,Cancelled,PayPal
ORD-000626,96,Phone,Mobile,East,Alice Johnson,2024-03-23,414.7,4,0.08,1526.1,Completed,PayPal
ORD-000627,185,Monitor,Mobile,Central,Carol Davis,2024-02-27,317.27,5,0.11,1411.85,Cancelled,Credit Card
ORD-000628,127,Monitor,Mobile,Central,David Wilson,2024-04-09,393.2,1,0.06,369.61,Completed,Credit Card
ORD-000629,98,Keyboard,Accessories,West,Bob Smith,2024-06-23,83.81,1,0.17,69.56,Completed,Bank Transfer
ORD-000630,40,Tablet,Computing,West,Eva Brown,2024-03-25,219.38,3,0.08,605.49,Completed,PayPal
ORD-000631,187,Monitor,Accessories,Central,Bob Smith,2024-08-28,361.94,5,0.11,1610.63,Completed,Cash
ORD-000632,196,Phone,Accessories,East,Eva Brown,2024-01-01,1097.97,2,0.0,2195.94,Cancelled,Bank Transfer
ORD-000633,159,Keyboard,Electronics,West,David Wilson,2024-01-10,67.18,4,0.18,220.35,Cancelled,Credit Card
ORD-000634,120,Webcam,Mobile,Central,Eva Brown,2024-02-28,68.81,2,0.08,126.61,Cancelled,Credit Card
ORD-000635,164,Monitor,Accessories,East,David Wilson,2024-10-18,301.73,1,0.12,265.52,Completed,Credit Card
ORD-000636,103,Webcam,Computing,Central,Bob Smith,2024-12-28,98.43,3,0.11,262.81,Completed,PayPal
ORD-000637,178,Headphones,Computing,South,Bob Smith,2024-11-22,99.77,1,0.07,92.79,Cancelled,Cash
ORD-000638,102,Phone,Computing,North,David Wilson,2024-05-28,336.16,1,0.01,332.8,Cancelled,PayPal
ORD-000639,99,Phone,Electronics,South,David Wilson,2024-12-31,827.52,3,0.19,2010.87,Completed,PayPal
ORD-000640,133,Laptop,Computing,South,Bob Smith,2024-09-19,936.86,1,0.07,871.28,Completed,Bank Transfer
ORD-000641,170,Monitor,Mobile,West,Bob Smith,2024-11-12,165.04,3,0.11,440.66,Cancelled,Credit Card
ORD-000642,64,Phone,Mobile,Central,Carol Davis,2024-01-15,648.44,1,0.06,609.53,Completed,PayPal
ORD-000643,145,Phone,Computing,North,Eva Brown,2024-07-09,708.18,2,0.07,1317.21,Completed,Credit Card
ORD-000644,18,Phone,Electronics,Central,David Wilson,2024-01-23,1136.34,5,0.11,5056.71,Cancelled,Cash
ORD-000645,78,Phone,Electronics,North,Carol Davis,2024-08-10,796.74,5,0.07,3704.84,Completed,Credit Card
ORD-000646,18,Phone,Accessories,South,Bob Smith,2024-07-03,597.04,3,0.12,1576.19,Cancelled,Credit Card
ORD-000647,79,Phone,Mobile,South,Alice Johnson,2024-05-11,861.88,4,0.11,3068.29,Cancelled,Cash
ORD-000648,13,Headphones,Electronics,East,Bob Smith,2024-05-10,118.19,5,0.13,514.13,Completed,Credit Card
ORD-000649,159,Laptop,Accessories,South,Carol Davis,2024-03-09,1597.26,2,0.11,2843.12,Completed,Bank Transfer
ORD-000650,40,Headphones,Accessories,East,Bob Smith,2024-06-01,48.24,1,0.19,39.07,Cancelled,Cash
ORD-000651,70,Mouse,Mobile,Central,Carol Davis,2024-03-26,28.24,1,0.14,24.29,Completed,Credit Card
ORD-000652,164,Headphones,Accessories,South,Carol Davis,2024-08-06,44.53,2,0.07,82.83,Completed,Credit Card
ORD-000653,47,Monitor,Accessories,North,David Wilson,2024-10-20,356.41,5,0.06,1675.13,Cancelled,Cash
ORD-000654,125,Laptop,Mobile,South,Alice Johnson,2024-02-07,1670.44,4,0.19,5412.23,Completed,Bank Transfer
ORD-000655,4,Monitor,Electronics,Central,Carol Davis,2024-06-02,169.64,1,0.07,157.77,Cancelled,Credit Card
ORD-000656,98,Mouse,Mobile,South,Bob Smith,2024-12-12,18.34,3,0.15,46.77,Completed,PayPal
ORD-000657,174,Mouse,Mobile,West,Alice Johnson,2024-11-28,23.23,1,0.12,20.44,Completed,Cash
ORD-000658,80,Keyboard,Accessories,North,Carol Davis,2024-02-23,36.83,3,0.01,109.39,Cancelled,Credit Card
ORD-000659,124,Mouse,Accessories,West,Eva Brown,2024-12-09,27.17,3,0.11,72.54,Cancelled,PayPal
ORD-000660,74,Webcam,Computing,North,Eva Brown,2024-09-02,65.94,5,0.03,319.81,Cancelled,Credit Card
ORD-000661,6,Phone,Accessories,South,Eva Brown,2024-04-01,457.04,1,0.04,438.76,Cancelled,Credit Card
ORD-000662,6,Laptop,Accessories,Central,Bob Smith,2024-11-09,1572.48,4,0.04,6038.32,Cancelled,Credit Card
ORD-000663,194,Headphones,Electronics,Central,David Wilson,2024-08-13,128.63,4,0.08,473.36,Completed,Credit Card
ORD-000664,171,Phone,Computing,Central,Eva Brown,2024-01-13,355.95,4,0.13,1238.71,Completed,Bank Transfer
ORD-000665,120,Webcam,Mobile,Central,Carol Davis,2024-06-20,99.09,5,0.08,455.81,Completed,Cash
ORD-000666,150,Tablet,Electronics,West,Bob Smith,2024-04-09,329.22,1,0.1,296.3,Cancelled,PayPal
ORD-000667,66,Webcam,Mobile,North,Eva Brown,2024-05-27,123.97,5,0.01,613.65,Cancelled,Credit Card
ORD-000668,179,Mouse,Accessories,West,Eva Brown,2024-12-17,25.97,3,0.01,77.13,Cancelled,Cash
ORD-000669,129,Keyboard,Accessories,East,Bob Smith,2024-01-04,57.79,3,0.17,143.9,Cancelled,PayPal
ORD-000670,136,Monitor,Electronics,West,Carol Davis,2024-01-21,442.88,3,0.17,1102.77,Completed,Bank Transfer
ORD-000671,59,Mouse,Electronics,South,Eva Brown,2024-05-20,36.4,1,0.04,34.94,Cancelled,Credit Card
ORD-000672,194,Phone,Mobile,North,Eva Brown,2024-05-18,1159.53,3,0.07,3235.09,Completed,Cash
ORD-000673,57,Mouse,Accessories,Central,Eva Brown,2024-11-03,22.67,4,0.1,81.61,Completed,Cash
ORD-000674,58,Monitor,Mobile,South,Bob Smith,2024-12-12,410.39,3,0.03,1194.23,Completed,Credit Card
ORD-000675,190,Laptop,Computing,North,Carol Davis,2024-05-19,1475.55,2,0.13,2567.46,Cancelled,PayPal
ORD-000676,40,Phone,Electronics,South,David Wilson,2024-12-13,617.14,4,0.17,2048.9,Completed,Cash
ORD-000677,55,Headphones,Mobile,East,Eva Brown,2024-12-31,198.6,4,0.12,699.07,Completed,Cash
ORD-000678,11,Keyboard,Electronics,South,Eva Brown,2024-04-06,49.55,1,0.17,41.13,Cancelled,Cash
ORD-000679,70,Keyboard,Mobile,West,Eva Brown,2024-08-06,44.47,3,0.16,112.06,Completed,PayPal
ORD-000680,67,Mouse,Computing,East,Alice Johnson,2024-06-07,30.89,3,0.07,86.18,Completed,Credit Card
ORD-000681,62,Laptop,Electronics,East,Alice Johnson,2024-02-04,908.24,1,0.05,862.83,Cancelled,Credit Card
ORD-000682,181,Tablet,Mobile,North,Alice Johnson,2024-06-14,228.29,5,0.18,935.99,Cancelled,Credit Card
ORD-000683,127,Monitor,Accessories,North,Eva Brown,2024-05-06,320.1,5,0.03,1552.48,Completed,Cash
ORD-000684,93,Phone,Accessories,North,David Wilson,2024-11-12,886.76,4,0.08,3263.28,Completed,Cash
ORD-000685,175,Phone,Mobile,West,Carol Davis,2024-12-19,495.66,5,0.05,2354.39,Completed,Credit Card
ORD-000686,109,Monitor,Computing,East,Eva Brown,2024-12-04,190.51,1,0.17,158.12,Completed,Cash
ORD-000687,15,Keyboard,Computing,North,Alice Johnson,2024-09-23,55.76,1,0.18,45.72,Completed,Credit Card
ORD-000688,158,Headphones,Computing,Central,David Wilson,2024-05-25,199.8,5,0.09,909.09,Cancelled,Bank Transfer
ORD-000689,68,Phone,Mobile,North,Alice Johnson,2024-09-08,1082.05,1,0.15,919.74,Cancelled,Cash
ORD-000690,163,Laptop,Accessories,East,Carol Davis,2024-12-10,839.89,1,0.1,755.9,Completed,PayPal
ORD-000691,83,Keyboard,Computing,East,Bob Smith,2024-09-08,83.06,1,0.03,80.57,Cancelled,Cash
ORD-000692,73,Keyboard,Accessories,West,Eva Brown,2024-10-23,85.96,5,0.01,425.5,Cancelled,Credit Card
