date,account,category,amount,currency,department
2024-07-03,Operations,Liability,30871.440000000002,USD,R&D
2024-07-04,Sales Revenue,Expense,143558.40800000002,USD,Operations
2024-07-04,Marketing Expenses,Equity,24794.688000000002,USD,Sales
2024-07-04,R&D Costs,Revenue,20499.488,USD,Sales
2024-07-04,Administrative,Liability,10959.216,USD,Admin
2024-07-04,Operations,Expense,32656.656000000003,USD,Marketing
2024-07-05,Sales Revenue,Expense,148954.456,USD,R&D
2024-07-05,Marketing Expenses,Equity,27342.16,USD,Operations
2024-07-05,R&D Costs,Equity,56432.592000000004,USD,Operations
2024-07-05,Administrative,Equity,7825.112,USD,Operations
2024-07-05,Operations,Expense,16238.824,USD,Sales
2024-07-06,Sales Revenue,Expense,110349.64,USD,Sales
2024-07-06,Marketing Expenses,Equity,22521.848,USD,Sales
2024-07-06,R&D Costs,Expense,14721.368,USD,R&D
2024-07-06,Administrative,Expense,21417.696,USD,Sales
2024-07-06,Operations,Asset,29871.056,USD,Operations
2024-07-07,Sales Revenue,Equity,70313.216,USD,Admin
2024-07-07,Marketing Expenses,Expense,8385.160000000002,USD,Admin
2024-07-07,R&D Costs,Expense,14545.616000000002,USD,Admin
2024-07-07,Administrative,Asset,5032.552,USD,Admin
2024-07-07,Operations,Equity,23248.952,USD,Operations
2024-07-08,Sales Revenue,Asset,109482.744,USD,Admin
2024-07-08,Marketing Expenses,Equity,25014.496,USD,Sales
2024-07-08,R&D Costs,Liability,31761.2,USD,Marketing
2024-07-08,Administrative,Asset,11600.92,USD,R&D
2024-07-08,Operations,Revenue,25004.784,USD,R&D
2024-07-09,Sales Revenue,Expense,108493.288,USD,R&D
2024-07-09,Marketing Expenses,Liability,42009.384000000005,USD,Operations
2024-07-09,R&D Costs,Liability,29458.144,USD,Admin
2024-07-09,Administrative,Asset,1405.352,USD,Sales
2024-07-09,Operations,Equity,4341.400000000001,USD,Sales
2024-07-10,Sales Revenue,Liability,129891.848,USD,Admin
2024-07-10,Marketing Expenses,Asset,41049.912000000004,USD,Operations
2024-07-10,R&D Costs,Equity,28065.600000000002,USD,Marketing
2024-07-10,Administrative,Equity,807.1840000000001,USD,Marketing
2024-07-10,Operations,Asset,37814.696,USD,Operations
2024-07-11,Sales Revenue,Revenue,65125.312000000005,USD,R&D
2024-07-11,Marketing Expenses,Equity,56593.888000000006,USD,R&D
2024-07-11,R&D Costs,Liability,14909.104000000001,USD,Operations
2024-07-11,Administrative,Asset,34099.592,USD,Sales
2024-07-11,Operations,Liability,33625.064000000006,USD,Operations
2024-07-12,Sales Revenue,Equity,95845.99200000001,USD,Operations
2024-07-12,Marketing Expenses,Equity,58826.032,USD,Marketing
2024-07-12,R&D Costs,Expense,47741.104,USD,R&D
2024-07-12,Administrative,Liability,28604.336,USD,Admin
2024-07-12,Operations,Expense,17776.600000000002,USD,Sales
2024-07-13,Sales Revenue,Equity,89361.12,USD,Marketing
2024-07-13,Marketing Expenses,Equity,23527.584000000003,USD,Admin
2024-07-13,R&D Costs,Asset,10614.496000000001,USD,Admin
2024-07-13,Administrative,Expense,11012.64,USD,Operations
2024-07-13,Operations,Liability,21586.144,USD,Operations
2024-07-14,Sales Revenue,Expense,41942.0,USD,Operations
2024-07-14,Marketing Expenses,Revenue,35900.464,USD,Marketing
2024-07-14,R&D Costs,Expense,55794.64000000001,USD,Operations
2024-07-14,Administrative,Expense,17639.624,USD,Sales
2024-07-14,Operations,Expense,32375.632,USD,Operations
2024-07-15,Sales Revenue,Liability,50791.368,USD,Sales
2024-07-15,Marketing Expenses,Asset,21793.568,USD,R&D
2024-07-15,R&D Costs,Asset,15720.616000000002,USD,Operations
2024-07-15,Administrative,Liability,30247.768,USD,Marketing
2024-07-15,Operations,Liability,15410.328000000001,USD,Operations
2024-07-16,Sales Revenue,Liability,148683.584,USD,Sales
2024-07-16,Marketing Expenses,Equity,22532.352,USD,Marketing
2024-07-16,R&D Costs,Asset,52803.39200000001,USD,R&D
2024-07-16,Administrative,Liability,5325.568,USD,Admin
2024-07-16,Operations,Liability,16751.608,USD,Admin
2024-07-17,Sales Revenue,Expense,146168.128,USD,Operations
2024-07-17,Marketing Expenses,Asset,14953.416000000001,USD,Sales
2024-07-17,R&D Costs,Equity,14313.496,USD,R&D
2024-07-17,Administrative,Liability,15756.36,USD,Operations
2024-07-17,Operations,Revenue,33843.904,USD,Marketing
2024-07-18,Sales Revenue,Expense,159278.816,USD,Admin
2024-07-18,Marketing Expenses,Asset,42934.696,USD,Operations
2024-07-18,R&D Costs,Expense,52303.536,USD,Marketing
2024-07-18,Administrative,Equity,23200.04,USD,Operations
2024-07-18,Operations,Equity,8300.248,USD,Admin
2024-07-19,Sales Revenue,Revenue,45700.16,USD,Admin
2024-07-19,Marketing Expenses,Equity,36205.624,USD,R&D
2024-07-19,R&D Costs,Liability,40741.136,USD,Admin
2024-07-19,Administrative,Equity,3996.8720000000003,USD,Operations
2024-07-19,Operations,Revenue,23645.264000000003,USD,R&D
2024-07-20,Sales Revenue,Liability,132062.48,USD,R&D
2024-07-20,Marketing Expenses,Revenue,12677.976,USD,Sales
2024-07-20,R&D Costs,Equity,59125.776000000005,USD,Admin
2024-07-20,Administrative,Asset,1626.728,USD,Sales
2024-07-20,Operations,Equity,11087.784,USD,Operations
2024-07-21,Sales Revenue,Asset,95063.20000000001,USD,Marketing
2024-07-21,Marketing Expenses,Asset,60183.240000000005,USD,Marketing
2024-07-21,R&D Costs,Revenue,21190.944000000003,USD,Marketing
2024-07-21,Administrative,Revenue,39793.144,USD,R&D
2024-07-21,Operations,Asset,27123.184000000005,USD,R&D
2024-07-22,Sales Revenue,Asset,128092.66399999999,USD,R&D
2024-07-22,Marketing Expenses,Equity,29640.824,USD,Sales
2024-07-22,R&D Costs,Revenue,35420.104,USD,Marketing
2024-07-22,Administrative,Liability,32093.928000000004,USD,Admin
2024-07-22,Operations,Revenue,29273.440000000002,USD,Operations
2024-07-23,Sales Revenue,Liability,148370.352,USD,Sales
2024-07-23,Marketing Expenses,Revenue,11125.224000000002,USD,R&D
2024-07-23,R&D Costs,Asset,31743.08,USD,Operations
2024-07-23,Administrative,Asset,15531.24,USD,Operations
2024-07-23,Operations,Equity,19273.136,USD,Operations
2024-07-24,Sales Revenue,Liability,81239.272,USD,Operations
2024-07-24,Marketing Expenses,Asset,48526.17600000001,USD,Operations
2024-07-24,R&D Costs,Expense,14025.192000000003,USD,Operations
2024-07-24,Administrative,Revenue,17007.512,USD,Operations
2024-07-24,Operations,Expense,19047.616,USD,Marketing
2024-07-25,Sales Revenue,Asset,82616.584,USD,Operations
2024-07-25,Marketing Expenses,Revenue,26177.568,USD,Operations
2024-07-25,R&D Costs,Expense,15641.088000000002,USD,R&D
2024-07-25,Administrative,Expense,14730.192000000003,USD,Admin
2024-07-25,Operations,Equity,2038.512,USD,Operations
2024-07-26,Sales Revenue,Asset,58699.848,USD,R&D
2024-07-26,Marketing Expenses,Revenue,62237.224,USD,Admin
2024-07-26,R&D Costs,Revenue,53858.336,USD,Admin
2024-07-26,Administrative,Liability,24130.008,USD,Operations
2024-07-26,Operations,Expense,33778.216,USD,Sales
2024-07-27,Sales Revenue,Asset,52881.56800000001,USD,R&D
2024-07-27,Marketing Expenses,Liability,29735.448,USD,R&D
2024-07-27,R&D Costs,Expense,36829.96,USD,Admin
2024-07-27,Administrative,Revenue,28880.592,USD,Marketing
2024-07-27,Operations,Revenue,5406.024,USD,Admin
2024-07-28,Sales Revenue,Revenue,45397.648,USD,Sales
2024-07-28,Marketing Expenses,Liability,36172.12,USD,Marketing
2024-07-28,R&D Costs,Asset,40116.18400000001,USD,Marketing
2024-07-28,Administrative,Revenue,34629.78400000001,USD,Marketing
2024-07-28,Operations,Expense,11031.864000000001,USD,R&D
2024-07-29,Sales Revenue,Liability,67715.96,USD,Operations
2024-07-29,Marketing Expenses,Liability,21307.0,USD,Marketing
2024-07-29,R&D Costs,Equity,61571.008,USD,Admin
2024-07-29,Administrative,Liability,25821.096,USD,Sales
2024-07-29,Operations,Asset,5677.808000000001,USD,R&D
2024-07-30,Sales Revenue,Expense,156177.728,USD,Marketing
2024-07-30,Marketing Expenses,Asset,45910.872,USD,R&D
2024-07-30,R&D Costs,Expense,33863.536,USD,Admin
2024-07-30,Administrative,Revenue,12675.448,USD,R&D
2024-07-30,Operations,Equity,31631.784000000003,USD,Marketing
2024-07-31,Sales Revenue,Liability,122130.872,USD,Admin
2024-07-31,Marketing Expenses,Expense,55613.75200000001,USD,Admin
2024-07-31,R&D Costs,Asset,18458.0,USD,R&D
2024-07-31,Administrative,Expense,25977.920000000002,USD,Admin
2024-07-31,Operations,Liability,24917.248000000003,USD,Admin
2024-08-01,Sales Revenue,Asset,107026.576,USD,Operations
2024-08-01,Marketing Expenses,Liability,51174.736000000004,USD,Marketing
2024-08-01,R&D Costs,Asset,39861.904,USD,Admin
2024-08-01,Administrative,Liability,14890.288,USD,Operations
2024-08-01,Operations,Asset,16071.552,USD,Sales
2024-08-02,Sales Revenue,Revenue,96270.16,USD,Admin
2024-08-02,Marketing Expenses,Liability,15092.184000000001,USD,Operations
2024-08-02,R&D Costs,Asset,38944.888,USD,Sales
2024-08-02,Administrative,Equity,5838.168000000001,USD,Sales
2024-08-02,Operations,Expense,14202.312,USD,Operations
2024-08-03,Sales Revenue,Liability,68815.408,USD,Admin
2024-08-03,Marketing Expenses,Expense,43420.568,USD,R&D
2024-08-03,R&D Costs,Revenue,44236.288,USD,Operations
2024-08-03,Administrative,Asset,18628.264000000003,USD,Operations
2024-08-03,Operations,Expense,16512.976000000002,USD,Marketing
2024-08-04,Sales Revenue,Liability,115326.88,USD,Admin
2024-08-04,Marketing Expenses,Equity,51740.144,USD,Operations
2024-08-04,R&D Costs,Liability,25697.688000000002,USD,Operations
2024-08-04,Administrative,Liability,26198.144,USD,Operations
2024-08-04,Operations,Asset,38051.744,USD,Admin
2024-08-05,Sales Revenue,Revenue,135570.10400000002,USD,Marketing
2024-08-05,Marketing Expenses,Expense,63907.840000000004,USD,Admin
2024-08-05,R&D Costs,Liability,24427.984,USD,R&D
2024-08-05,Administrative,Liability,25761.744000000002,USD,R&D
2024-08-05,Operations,Expense,20780.832000000002,USD,R&D
2024-08-06,Sales Revenue,Expense,122494.85600000001,USD,R&D
2024-08-06,Marketing Expenses,Asset,21131.320000000003,USD,R&D
2024-08-06,R&D Costs,Equity,46951.456000000006,USD,Operations
2024-08-06,Administrative,Liability,23549.472,USD,R&D
2024-08-06,Operations,Asset,35225.912000000004,USD,Sales
2024-08-07,Sales Revenue,Revenue,159061.336,USD,Operations
2024-08-07,Marketing Expenses,Revenue,13794.072,USD,R&D
2024-08-07,R&D Costs,Revenue,39399.49600000001,USD,R&D
2024-08-07,Administrative,Expense,7417.7119999999995,USD,R&D
2024-08-07,Operations,Revenue,15034.744,USD,Marketing
2024-08-08,Sales Revenue,Liability,105949.96000000002,USD,Sales
2024-08-08,Marketing Expenses,Expense,36222.704,USD,Sales
2024-08-08,R&D Costs,Liability,50720.12,USD,Operations
2024-08-08,Administrative,Equity,7484.192,USD,Sales
2024-08-08,Operations,Asset,4517.536,USD,R&D
2024-08-09,Sales Revenue,Liability,144078.416,USD,R&D
2024-08-09,Marketing Expenses,Liability,60729.184,USD,Marketing
2024-08-09,R&D Costs,Equity,56944.05600000001,USD,Marketing
2024-08-09,Administrative,Revenue,30642.024,USD,Operations
2024-08-09,Operations,Equity,24265.672000000002,USD,Admin
2024-08-10,Sales Revenue,Asset,136429.368,USD,Marketing
2024-08-10,Marketing Expenses,Asset,32158.744000000002,USD,R&D
2024-08-10,R&D Costs,Asset,53254.64000000001,USD,Admin
2024-08-10,Administrative,Liability,36339.808000000005,USD,Sales
2024-08-10,Operations,Revenue,18921.952,USD,Sales
2024-08-11,Sales Revenue,Equity,68771.68800000001,USD,Sales
2024-08-11,Marketing Expenses,Equity,58910.144,USD,Sales
2024-08-11,R&D Costs,Liability,31809.384000000005,USD,Admin
2024-08-11,Administrative,Asset,15901.056,USD,Admin
2024-08-11,Operations,Liability,22344.960000000003,USD,Sales
2024-08-12,Sales Revenue,Asset,93632.816,USD,Marketing
2024-08-12,Marketing Expenses,Liability,45066.424,USD,Marketing
2024-08-12,R&D Costs,Equity,49809.96,USD,Sales
2024-08-12,Administrative,Liability,27160.104,USD,Admin
2024-08-12,Operations,Revenue,4035.0879999999997,USD,Sales
2024-08-13,Sales Revenue,Revenue,118468.31200000002,USD,R&D
2024-08-13,Marketing Expenses,Asset,49485.336,USD,Sales
2024-08-13,R&D Costs,Expense,50256.92800000001,USD,R&D
2024-08-13,Administrative,Equity,12976.216,USD,Sales
2024-08-13,Operations,Revenue,30335.624,USD,Admin
2024-08-14,Sales Revenue,Asset,94839.68000000001,USD,R&D
2024-08-14,Marketing Expenses,Liability,17908.256,USD,Admin
2024-08-14,R&D Costs,Asset,49390.624,USD,R&D
2024-08-14,Administrative,Asset,13806.792000000001,USD,Sales
2024-08-14,Operations,Liability,33279.592,USD,R&D
2024-08-15,Sales Revenue,Liability,44175.056000000004,USD,Operations
2024-08-15,Marketing Expenses,Liability,41878.016,USD,Sales
2024-08-15,R&D Costs,Equity,32271.192,USD,Operations
2024-08-15,Administrative,Asset,2742.88,USD,Operations
2024-08-15,Operations,Equity,32187.784000000003,USD,Admin
2024-08-16,Sales Revenue,Equity,138521.968,USD,Sales
2024-08-16,Marketing Expenses,Asset,52074.816,USD,Sales
2024-08-16,R&D Costs,Revenue,28013.408000000003,USD,Admin
2024-08-16,Administrative,Revenue,27576.488,USD,Sales
2024-08-16,Operations,Expense,28721.816,USD,Operations
2024-08-17,Sales Revenue,Asset,109207.48000000001,USD,Admin
2024-08-17,Marketing Expenses,Asset,26881.088000000003,USD,Admin
2024-08-17,R&D Costs,Revenue,11728.624000000002,USD,R&D
2024-08-17,Administrative,Expense,12952.408000000001,USD,R&D
2024-08-17,Operations,Equity,17057.600000000002,USD,Operations
2024-08-18,Sales Revenue,Revenue,74788.336,USD,Admin
2024-08-18,Marketing Expenses,Equity,38801.248,USD,Sales
2024-08-18,R&D Costs,Equity,39222.944,USD,Sales
2024-08-18,Administrative,Equity,28428.736,USD,Admin
2024-08-18,Operations,Liability,38263.864,USD,Operations
2024-08-19,Sales Revenue,Revenue,50499.152,USD,Marketing
2024-08-19,Marketing Expenses,Equity,16886.704,USD,Sales
2024-08-19,R&D Costs,Liability,43188.096000000005,USD,Marketing
2024-08-19,Administrative,Asset,17534.536,USD,Marketing
2024-08-19,Operations,Expense,34409.504,USD,Sales
2024-08-20,Sales Revenue,Liability,111804.792,USD,Marketing
2024-08-20,Marketing Expenses,Liability,61654.32800000001,USD,Operations
2024-08-20,R&D Costs,Revenue,29481.632,USD,Admin
2024-08-20,Administrative,Asset,39009.064000000006,USD,Admin
2024-08-20,Operations,Expense,16123.752,USD,Sales
2024-08-21,Sales Revenue,Liability,82640.176,USD,Admin
2024-08-21,Marketing Expenses,Asset,45862.128000000004,USD,R&D
2024-08-21,R&D Costs,Liability,63207.39200000001,USD,Admin
2024-08-21,Administrative,Liability,27132.632,USD,Marketing
2024-08-21,Operations,Liability,18020.152,USD,Operations
2024-08-22,Sales Revenue,Equity,124144.992,USD,R&D
2024-08-22,Marketing Expenses,Equity,42224.12,USD,Admin
2024-08-22,R&D Costs,Liability,34780.952000000005,USD,Operations
2024-08-22,Administrative,Expense,38326.376000000004,USD,Admin
2024-08-22,Operations,Expense,17817.528000000002,USD,Sales
2024-08-23,Sales Revenue,Expense,67455.464,USD,Admin
2024-08-23,Marketing Expenses,Revenue,28710.136,USD,Marketing
2024-08-23,R&D Costs,Asset,50543.888000000006,USD,R&D
2024-08-23,Administrative,Asset,26108.184,USD,Marketing
2024-08-23,Operations,Liability,19041.24,USD,Operations
2024-08-24,Sales Revenue,Equity,106379.44,USD,R&D
2024-08-24,Marketing Expenses,Asset,12315.896,USD,Marketing
2024-08-24,R&D Costs,Liability,49910.36,USD,Marketing
2024-08-24,Administrative,Liability,17470.496,USD,Sales
2024-08-24,Operations,Liability,33080.392,USD,R&D
2024-08-25,Sales Revenue,Equity,42569.49600000001,USD,Operations
2024-08-25,Marketing Expenses,Equity,47141.744000000006,USD,Operations
2024-08-25,R&D Costs,Asset,53409.39200000001,USD,Admin
2024-08-25,Administrative,Expense,37313.456,USD,Operations
2024-08-25,Operations,Asset,32250.184000000005,USD,Admin
2024-08-26,Sales Revenue,Asset,156657.25600000002,USD,Operations
2024-08-26,Marketing Expenses,Revenue,17956.296,USD,Admin
2024-08-26,R&D Costs,Expense,40147.488000000005,USD,Marketing
2024-08-26,Administrative,Expense,16692.192000000003,USD,Marketing
2024-08-26,Operations,Asset,21162.224000000002,USD,Sales
2024-08-27,Sales Revenue,Expense,114815.23999999999,USD,Sales
2024-08-27,Marketing Expenses,Asset,30644.88,USD,Sales
2024-08-27,R&D Costs,Equity,36623.864,USD,Operations
2024-08-27,Administrative,Expense,15301.768,USD,Marketing
2024-08-27,Operations,Equity,21009.072,USD,Admin
2024-08-28,Sales Revenue,Equity,122235.68000000001,USD,R&D
2024-08-28,Marketing Expenses,Equity,12272.048,USD,R&D
2024-08-28,R&D Costs,Revenue,59583.888000000006,USD,R&D
2024-08-28,Administrative,Asset,11373.008000000002,USD,Marketing
2024-08-28,Operations,Liability,2352.944,USD,Operations
2024-08-29,Sales Revenue,Liability,93067.35200000001,USD,R&D
2024-08-29,Marketing Expenses,Equity,25211.984,USD,Operations
2024-08-29,R&D Costs,Asset,23761.312,USD,Admin
2024-08-29,Administrative,Expense,38682.792,USD,Marketing
2024-08-29,Operations,Liability,13139.616000000002,USD,R&D
2024-08-30,Sales Revenue,Equity,114686.072,USD,Marketing
2024-08-30,Marketing Expenses,Equity,40525.552,USD,Marketing
2024-08-30,R&D Costs,Asset,22986.84,USD,Marketing
2024-08-30,Administrative,Equity,12815.184000000001,USD,R&D
2024-08-30,Operations,Equity,12500.68,USD,Operations
2024-08-31,Sales Revenue,Revenue,135594.6,USD,R&D
2024-08-31,Marketing Expenses,Equity,28549.344,USD,Marketing
2024-08-31,R&D Costs,Equity,21773.608,USD,Operations
2024-08-31,Administrative,Equity,21686.496,USD,Marketing
2024-08-31,Operations,Liability,24346.144,USD,Marketing
2024-09-01,Sales Revenue,Liability,145868.68,USD,Marketing
2024-09-01,Marketing Expenses,Expense,68399.58,USD,R&D
2024-09-01,R&D Costs,Revenue,31445.32,USD,Operations
2024-09-01,Administrative,Expense,33432.15,USD,Sales
2024-09-01,Operations,Asset,28157.66,USD,Operations
2024-09-02,Sales Revenue,Equity,79538.81,USD,Sales
2024-09-02,Marketing Expenses,Equity,38074.41,USD,Admin
2024-09-02,R&D Costs,Equity,26521.85,USD,Operations
2024-09-02,Administrative,Liability,37732.45,USD,R&D
2024-09-02,Operations,Liability,5107.13,USD,Operations
2024-09-03,Sales Revenue,Revenue,180947.35,USD,Marketing
2024-09-03,Marketing Expenses,Equity,39373.29,USD,Sales
2024-09-03,R&D Costs,Liability,69372.84,USD,R&D
2024-09-03,Administrative,Liability,12442.4,USD,Sales
2024-09-03,Operations,Expense,7097.33,USD,Admin
2024-09-04,Sales Revenue,Equity,134616.51,USD,R&D
2024-09-04,Marketing Expenses,Liability,47183.51,USD,R&D
2024-09-04,R&D Costs,Asset,56784.47,USD,Admin
2024-09-04,Administrative,Asset,4399.09,USD,Marketing
2024-09-04,Operations,Expense,15117.47,USD,Operations
2024-09-05,Sales Revenue,Liability,198003.74,USD,R&D
2024-09-05,Marketing Expenses,Equity,53856.98,USD,R&D
2024-09-05,R&D Costs,Expense,51324.88,USD,Marketing
2024-09-05,Administrative,Asset,48033.53,USD,Operations
2024-09-05,Operations,Asset,29532.71,USD,Admin
2024-09-06,Sales Revenue,Revenue,62072.09,USD,R&D
2024-09-06,Marketing Expenses,Revenue,73663.77,USD,R&D
2024-09-06,R&D Costs,Expense,21361.92,USD,Sales
2024-09-06,Administrative,Asset,34734.48,USD,Admin
2024-09-06,Operations,Equity,30825.87,USD,Operations
2024-09-07,Sales Revenue,Expense,96211.88,USD,Marketing
2024-09-07,Marketing Expenses,Asset,47936.14,USD,R&D
2024-09-07,R&D Costs,Asset,18023.92,USD,Sales
2024-09-07,Administrative,Revenue,13975.74,USD,Sales
2024-09-07,Operations,Expense,45734.28,USD,Admin
2024-09-08,Sales Revenue,Asset,178690.54,USD,Marketing
2024-09-08,Marketing Expenses,Liability,52734.35,USD,Admin
2024-09-08,R&D Costs,Equity,79803.81,USD,Marketing
2024-09-08,Administrative,Revenue,3013.92,USD,Admin
2024-09-08,Operations,Asset,9594.14,USD,Operations
2024-09-09,Sales Revenue,Asset,132431.66,USD,R&D
2024-09-09,Marketing Expenses,Expense,16861.6,USD,Marketing
2024-09-09,R&D Costs,Liability,39837.24,USD,Sales
2024-09-09,Administrative,Revenue,43627.33,USD,R&D
2024-09-09,Operations,Equity,10180.16,USD,Operations
2024-09-10,Sales Revenue,Asset,191431.79,USD,R&D
2024-09-10,Marketing Expenses,Asset,43546.55,USD,Operations
2024-09-10,R&D Costs,Asset,73888.96,USD,Marketing
2024-09-10,Administrative,Asset,3702.2,USD,Admin
2024-09-10,Operations,Equity,26000.02,USD,Sales
2024-09-11,Sales Revenue,Revenue,154644.64,USD,Operations
2024-09-11,Marketing Expenses,Liability,72766.08,USD,Sales
2024-09-11,R&D Costs,Equity,69020.1,USD,R&D
2024-09-11,Administrative,Asset,21014.89,USD,R&D
2024-09-11,Operations,Equity,6702.63,USD,R&D
2024-09-12,Sales Revenue,Asset,176431.5,USD,Operations
2024-09-12,Marketing Expenses,Liability,63715.17,USD,Admin
2024-09-12,R&D Costs,Equity,39837.97,USD,Sales
2024-09-12,Administrative,Asset,25121.02,USD,Marketing
2024-09-12,Operations,Expense,13269.91,USD,Marketing
2024-09-13,Sales Revenue,Asset,144897.02,USD,R&D
2024-09-13,Marketing Expenses,Liability,53775.69,USD,Sales
2024-09-13,R&D Costs,Expense,43470.58,USD,Admin
2024-09-13,Administrative,Expense,45021.86,USD,Marketing
2024-09-13,Operations,Expense,39374.25,USD,Operations
2024-09-14,Sales Revenue,Expense,139628.51,USD,Admin
2024-09-14,Marketing Expenses,Asset,29228.34,USD,Marketing
2024-09-14,R&D Costs,Asset,53498.83,USD,Admin
2024-09-14,Administrative,Asset,7820.93,USD,Sales
2024-09-14,Operations,Asset,30553.85,USD,Marketing
2024-09-15,Sales Revenue,Asset,146881.4,USD,R&D
2024-09-15,Marketing Expenses,Equity,52764.33,USD,R&D
2024-09-15,R&D Costs,Liability,18523.05,USD,R&D
2024-09-15,Administrative,Equity,24761.02,USD,Operations
2024-09-15,Operations,Liability,2298.39,USD,Operations
2024-09-16,Sales Revenue,Liability,162226.89,USD,Operations
2024-09-16,Marketing Expenses,Asset,43311.26,USD,Operations
2024-09-16,R&D Costs,Asset,48046.38,USD,Marketing
2024-09-16,Administrative,Liability,3374.7,USD,Marketing
2024-09-16,Operations,Liability,25463.59,USD,Marketing
2024-09-17,Sales Revenue,Liability,169080.9,USD,Operations
2024-09-17,Marketing Expenses,Equity,31863.35,USD,Sales
2024-09-17,R&D Costs,Asset,62803.25,USD,Sales
2024-09-17,Administrative,Equity,47486.01,USD,Marketing
2024-09-17,Operations,Equity,30053.94,USD,Admin
2024-09-18,Sales Revenue,Liability,57879.85,USD,Marketing
2024-09-18,Marketing Expenses,Liability,60968.89,USD,Marketing
2024-09-18,R&D Costs,Equity,23282.82,USD,Sales
2024-09-18,Administrative,Asset,36103.39,USD,R&D
2024-09-18,Operations,Equity,6048.83,USD,Sales
2024-09-19,Sales Revenue,Equity,127599.88,USD,Admin
2024-09-19,Marketing Expenses,Expense,78587.82,USD,Admin
2024-09-19,R&D Costs,Asset,14676.72,USD,Marketing
2024-09-19,Administrative,Revenue,48636.86,USD,Operations
2024-09-19,Operations,Equity,22186.42,USD,R&D
2024-09-20,Sales Revenue,Liability,108255.77,USD,Marketing
2024-09-20,Marketing Expenses,Asset,55229.45,USD,Sales
2024-09-20,R&D Costs,Asset,67006.49,USD,Marketing
2024-09-20,Administrative,Expense,23798.84,USD,R&D
2024-09-20,Operations,Liability,15781.69,USD,Operations
2024-09-21,Sales Revenue,Equity,177952.07,USD,Operations
2024-09-21,Marketing Expenses,Liability,24622.04,USD,Sales
2024-09-21,R&D Costs,Equity,73657.42,USD,R&D
2024-09-21,Administrative,Revenue,34455.47,USD,R&D
2024-09-21,Operations,Expense,7268.36,USD,Admin
2024-09-22,Sales Revenue,Liability,60618.93,USD,Marketing
2024-09-22,Marketing Expenses,Liability,37647.72,USD,Admin
2024-09-22,R&D Costs,Asset,46293.39,USD,Admin
2024-09-22,Administrative,Expense,32404.48,USD,Marketing
2024-09-22,Operations,Asset,42293.99,USD,Admin
2024-09-23,Sales Revenue,Expense,138105.57,USD,Marketing
2024-09-23,Marketing Expenses,Expense,51008.41,USD,Admin
2024-09-23,R&D Costs,Liability,40013.55,USD,R&D
2024-09-23,Administrative,Liability,25763.21,USD,Marketing
2024-09-23,Operations,Expense,35704.57,USD,Operations
2024-09-24,Sales Revenue,Expense,184359.9,USD,Marketing
2024-09-24,Marketing Expenses,Liability,16767.09,USD,Operations
2024-09-24,R&D Costs,Equity,30566.85,USD,Sales
2024-09-24,Administrative,Revenue,12609.29,USD,Sales
2024-09-24,Operations,Asset,16256.38,USD,Admin
2024-09-25,Sales Revenue,Equity,108723.89,USD,Marketing
2024-09-25,Marketing Expenses,Liability,26779.24,USD,Admin
2024-09-25,R&D Costs,Expense,31872.35,USD,Sales
2024-09-25,Administrative,Liability,18152.49,USD,R&D
2024-09-25,Operations,Equity,15400.78,USD,R&D
2024-09-26,Sales Revenue,Asset,51643.2,USD,Sales
2024-09-26,Marketing Expenses,Equity,54437.39,USD,Operations
2024-09-26,R&D Costs,Liability,70793.43,USD,Operations
2024-09-26,Administrative,Liability,5617.06,USD,Marketing
2024-09-26,Operations,Revenue,27581.02,USD,Sales
2024-09-27,Sales Revenue,Expense,181633.83,USD,Operations
2024-09-27,Marketing Expenses,Liability,12565.39,USD,R&D
2024-09-27,R&D Costs,Asset,65002.89,USD,Admin
2024-09-27,Administrative,Expense,33563.01,USD,Operations
2024-09-27,Operations,Revenue,47379.16,USD,R&D
2024-09-28,Sales Revenue,Equity,159574.79,USD,Admin
2024-09-28,Marketing Expenses,Equity,27137.21,USD,Operations
2024-09-28,R&D Costs,Revenue,17081.76,USD,Marketing
2024-09-28,Administrative,Revenue,16667.07,USD,Operations
2024-09-28,Operations,Equity,19038.48,USD,Operations
2024-09-29,Sales Revenue,Expense,140250.18,USD,Marketing
2024-09-29,Marketing Expenses,Revenue,36372.2,USD,R&D
2024-09-29,R&D Costs,Expense,52893.85,USD,Admin
2024-09-29,Administrative,Equity,11779.79,USD,Operations
2024-09-29,Operations,Expense,28955.92,USD,Sales
2024-09-30,Sales Revenue,Equity,111737.02,USD,Operations
2024-09-30,Marketing Expenses,Equity,49147.24,USD,Marketing
2024-09-30,R&D Costs,Expense,52783.04,USD,Marketing
2024-09-30,Administrative,Equity,11400.16,USD,Sales
2024-09-30,Operations,Liability,36492.42,USD,Marketing
2024-10-01,Sales Revenue,Equity,118789.58,USD,R&D
2024-10-01,Marketing Expenses,Revenue,57412.12,USD,Sales
2024-10-01,R&D Costs,Revenue,78586.24,USD,Sales
2024-10-01,Administrative,Equity,24854.67,USD,Operations
2024-10-01,Operations,Expense,46645.89,USD,Admin
2024-10-02,Sales Revenue,Equity,150786.82,USD,Sales
2024-10-02,Marketing Expenses,Asset,20957.57,USD,Marketing
2024-10-02,R&D Costs,Asset,55776.88,USD,Operations
2024-10-02,Administrative,Liability,17843.13,USD,Marketing
2024-10-02,Operations,Equity,32217.9,USD,Sales
