session_id,timestamp,page,source,device,country,session_duration,is_bounce,page_views
SESS-002705,2024-10-28 09:43:00,/products,Google,Desktop,Spain,575,True,1
SESS-002706,2024-08-31 04:46:00,/blog,Facebook,Mobile,UK,743,False,2
SESS-002707,2024-07-23 15:57:00,/home,Google,Tablet,Spain,297,True,1
SESS-002708,2024-05-29 05:24:00,/blog,Direct,Tablet,Italy,132,False,10
SESS-002709,2024-08-07 06:12:00,/pricing,Referral,Desktop,USA,599,True,1
SESS-002710,2024-01-27 15:25:00,/products,Twitter,Mobile,Canada,292,False,9
SESS-002711,2024-12-20 22:02:00,/features,LinkedIn,Mobile,Germany,453,False,6
SESS-002712,2024-03-08 05:45:00,/blog,Email,Tablet,USA,223,False,6
SESS-002713,2024-08-15 12:36:00,/support,Referral,Desktop,Germany,819,False,1
SESS-002714,2024-07-31 12:04:00,/features,Email,Tablet,France,451,False,7
SESS-002715,2024-05-05 15:22:00,/pricing,LinkedIn,Mobile,USA,272,False,10
SESS-002716,2024-06-01 17:31:00,/blog,LinkedIn,Mobile,UK,178,False,2
SESS-002717,2024-06-04 17:44:00,/support,Email,Tablet,Canada,1143,False,8
SESS-002718,2024-07-16 05:46:00,/about,LinkedIn,Tablet,UK,40,False,10
SESS-002719,2024-04-29 18:53:00,/features,Email,Mobile,UK,251,False,6
SESS-002720,2024-03-02 05:47:00,/products,Google,Tablet,USA,88,False,8
SESS-002721,2024-09-16 16:46:00,/blog,Twitter,Tablet,Netherlands,296,False,9
SESS-002722,2024-08-28 06:03:00,/home,LinkedIn,Mobile,Spain,80,False,5
SESS-002723,2024-08-04 07:00:00,/about,Facebook,Desktop,UK,152,False,3
SESS-002724,2024-08-25 10:45:00,/pricing,Facebook,Mobile,UK,404,True,1
SESS-002725,2024-05-15 22:36:00,/pricing,Referral,Mobile,Italy,457,False,4
SESS-002726,2024-07-08 05:36:00,/contact,Direct,Desktop,France,177,False,2
SESS-002727,2024-05-04 16:23:00,/support,Twitter,Mobile,France,544,True,1
SESS-002728,2024-04-08 09:49:00,/pricing,Twitter,Mobile,Spain,526,False,6
SESS-002729,2024-03-14 20:06:00,/features,Email,Tablet,Italy,447,False,3
SESS-002730,2024-06-18 03:54:00,/contact,Referral,Desktop,Germany,291,False,2
SESS-002731,2024-03-27 04:21:00,/products,Twitter,Mobile,Canada,346,False,7
SESS-002732,2024-03-17 13:44:00,/features,Email,Desktop,USA,390,False,7
SESS-002733,2024-01-31 05:38:00,/home,Referral,Desktop,Spain,162,False,8
SESS-002734,2024-05-05 19:05:00,/pricing,Facebook,Tablet,UK,225,False,1
SESS-002735,2024-10-18 10:53:00,/products,Facebook,Mobile,Spain,469,True,1
SESS-002736,2024-05-31 03:08:00,/contact,Google,Desktop,Spain,105,False,10
SESS-002737,2024-04-05 16:09:00,/pricing,Twitter,Tablet,Netherlands,151,True,1
SESS-002738,2024-06-13 07:37:00,/features,Email,Desktop,Spain,367,False,3
SESS-002739,2024-10-18 16:50:00,/pricing,Direct,Mobile,UK,348,False,1
SESS-002740,2024-12-22 00:12:00,/features,LinkedIn,Tablet,Spain,79,False,3
SESS-002741,2024-03-28 05:05:00,/about,Email,Tablet,UK,85,False,5
SESS-002742,2024-04-27 14:40:00,/home,Google,Desktop,Spain,35,False,3
SESS-002743,2024-05-18 12:36:00,/about,Referral,Desktop,Netherlands,32,False,1
SESS-002744,2024-03-18 18:18:00,/features,Referral,Mobile,UK,96,False,4
SESS-002745,2024-08-23 09:02:00,/contact,LinkedIn,Desktop,UK,58,False,7
SESS-002746,2024-10-25 16:59:00,/features,Twitter,Tablet,UK,241,False,2
SESS-002747,2024-02-06 13:02:00,/blog,Twitter,Tablet,Netherlands,731,True,1
SESS-002748,2024-09-04 08:59:00,/blog,Email,Mobile,Netherlands,358,False,9
SESS-002749,2024-04-08 15:09:00,/about,Referral,Mobile,Germany,154,False,8
SESS-002750,2024-02-21 15:27:00,/home,Google,Desktop,France,286,True,1
SESS-002751,2024-03-27 00:29:00,/blog,Twitter,Desktop,France,161,True,1
SESS-002752,2024-08-12 05:28:00,/support,Facebook,Tablet,Canada,342,True,1
SESS-002753,2024-09-22 06:13:00,/products,LinkedIn,Desktop,Canada,325,False,9
SESS-002754,2024-06-04 19:54:00,/features,Twitter,Tablet,Netherlands,160,False,9
SESS-002755,2024-07-04 14:19:00,/contact,Email,Tablet,France,119,True,1
SESS-002756,2024-10-18 21:29:00,/products,Twitter,Desktop,Canada,600,False,1
SESS-002757,2024-03-23 07:29:00,/pricing,Direct,Mobile,Canada,560,False,7
SESS-002758,2024-06-16 19:32:00,/features,Direct,Desktop,Canada,375,False,10
SESS-002759,2024-08-24 08:31:00,/support,Email,Tablet,Netherlands,577,False,9
SESS-002760,2024-12-28 07:53:00,/about,Referral,Mobile,Spain,152,True,1
SESS-002761,2024-03-23 08:05:00,/features,Direct,Tablet,Canada,444,False,1
SESS-002762,2024-03-11 03:41:00,/contact,Referral,Desktop,Spain,132,False,4
SESS-002763,2024-11-04 03:43:00,/blog,LinkedIn,Desktop,Netherlands,851,False,9
SESS-002764,2024-07-13 03:21:00,/pricing,Twitter,Tablet,Netherlands,375,False,3
SESS-002765,2024-07-27 17:51:00,/contact,LinkedIn,Tablet,UK,172,False,8
SESS-002766,2024-12-07 17:19:00,/blog,LinkedIn,Desktop,Spain,524,False,10
SESS-002767,2024-11-18 03:50:00,/support,Referral,Mobile,USA,595,False,3
SESS-002768,2024-07-06 10:38:00,/home,LinkedIn,Desktop,UK,34,True,1
SESS-002769,2024-05-20 11:50:00,/about,Direct,Mobile,Canada,96,True,1
SESS-002770,2024-03-25 04:46:00,/products,Referral,Tablet,Germany,243,False,5
SESS-002771,2024-03-31 23:27:00,/about,Facebook,Desktop,UK,122,False,9
SESS-002772,2024-07-25 15:41:00,/features,Direct,Desktop,France,374,True,1
SESS-002773,2024-04-04 23:02:00,/products,Email,Desktop,Italy,312,True,1
SESS-002774,2024-11-02 07:22:00,/products,Facebook,Desktop,UK,80,True,1
SESS-002775,2024-06-13 06:41:00,/home,Referral,Desktop,Spain,44,False,10
SESS-002776,2024-05-06 17:55:00,/products,Twitter,Mobile,USA,174,False,10
SESS-002777,2024-07-11 07:05:00,/home,LinkedIn,Tablet,Spain,59,False,2
SESS-002778,2024-09-27 05:21:00,/pricing,Direct,Mobile,Spain,99,True,1
SESS-002779,2024-08-26 01:50:00,/home,LinkedIn,Tablet,Germany,219,False,3
SESS-002780,2024-10-22 08:50:00,/support,Email,Mobile,Italy,309,True,1
SESS-002781,2024-08-09 10:17:00,/products,Email,Tablet,France,441,False,10
SESS-002782,2024-10-05 13:48:00,/support,Twitter,Tablet,Germany,1071,False,7
SESS-002783,2024-12-26 05:20:00,/pricing,Email,Mobile,UK,394,False,10
SESS-002784,2024-06-30 03:42:00,/contact,Direct,Tablet,France,290,False,8
SESS-002785,2024-07-11 15:19:00,/products,Google,Tablet,Netherlands,566,False,5
SESS-002786,2024-08-25 08:53:00,/features,Email,Desktop,Germany,79,False,7
SESS-002787,2024-11-19 01:32:00,/home,Direct,Desktop,Spain,212,False,6
SESS-002788,2024-11-26 04:32:00,/products,Facebook,Tablet,Germany,131,False,5
SESS-002789,2024-12-26 21:57:00,/features,Referral,Desktop,USA,430,False,1
SESS-002790,2024-05-30 10:41:00,/blog,Facebook,Mobile,Italy,321,False,8
SESS-002791,2024-07-07 22:13:00,/pricing,Facebook,Mobile,USA,596,True,1
SESS-002792,2024-07-20 00:37:00,/contact,Facebook,Desktop,France,88,False,1
SESS-002793,2024-09-02 01:43:00,/products,Referral,Mobile,Italy,594,False,3
SESS-002794,2024-04-30 21:10:00,/about,Direct,Desktop,Canada,81,True,1
SESS-002795,2024-11-12 03:00:00,/about,Facebook,Mobile,France,58,False,9
SESS-002796,2024-12-18 12:45:00,/about,LinkedIn,Mobile,France,103,False,3
SESS-002797,2024-05-18 02:36:00,/blog,Direct,Desktop,Netherlands,565,False,6
SESS-002798,2024-03-04 05:24:00,/products,LinkedIn,Desktop,USA,118,False,6
SESS-002799,2024-08-20 01:17:00,/products,LinkedIn,Desktop,USA,234,False,8
SESS-002800,2024-07-10 14:49:00,/support,Direct,Tablet,Spain,1120,False,6
SESS-002801,2024-11-01 23:50:00,/home,Twitter,Mobile,UK,238,False,8
SESS-002802,2024-07-27 18:44:00,/home,Email,Mobile,USA,204,False,9
SESS-002803,2024-10-13 03:10:00,/products,Referral,Desktop,Netherlands,468,False,2
SESS-002804,2024-07-16 18:17:00,/support,Email,Tablet,USA,413,True,1
SESS-002805,2024-09-23 09:23:00,/contact,Google,Mobile,USA,106,True,1
SESS-002806,2024-09-25 15:15:00,/blog,LinkedIn,Desktop,Germany,370,False,3
SESS-002807,2024-02-26 09:23:00,/blog,Google,Tablet,Spain,449,False,10
SESS-002808,2024-08-12 15:34:00,/features,Facebook,Mobile,Canada,145,False,6
SESS-002809,2024-12-21 04:14:00,/home,LinkedIn,Desktop,Germany,91,False,4
SESS-002810,2024-03-17 09:11:00,/contact,Google,Desktop,Spain,162,True,1
SESS-002811,2024-05-25 05:56:00,/about,Referral,Mobile,Italy,107,False,9
SESS-002812,2024-04-06 18:57:00,/home,Referral,Mobile,France,92,True,1
SESS-002813,2024-07-25 15:35:00,/features,Facebook,Desktop,Netherlands,93,False,6
SESS-002814,2024-04-08 07:05:00,/contact,Google,Desktop,Spain,214,True,1
SESS-002815,2024-09-16 00:40:00,/about,Google,Mobile,UK,168,True,1
SESS-002816,2024-03-23 00:34:00,/support,Twitter,Tablet,Spain,185,False,6
SESS-002817,2024-03-15 05:12:00,/support,Twitter,Desktop,USA,857,False,7
SESS-002818,2024-07-12 04:15:00,/products,LinkedIn,Tablet,Italy,168,False,9
SESS-002819,2024-08-04 20:29:00,/pricing,LinkedIn,Tablet,France,329,False,8
SESS-002820,2024-04-14 07:23:00,/about,Direct,Tablet,USA,130,False,9
SESS-002821,2024-11-30 22:14:00,/products,Facebook,Mobile,Italy,254,False,6
SESS-002822,2024-04-19 21:10:00,/contact,Facebook,Desktop,Spain,103,True,1
SESS-002823,2024-12-30 05:15:00,/home,Google,Mobile,Netherlands,204,False,9
SESS-002824,2024-01-20 16:40:00,/home,Twitter,Mobile,Spain,145,True,1
SESS-002825,2024-08-17 15:28:00,/blog,Twitter,Tablet,Netherlands,875,True,1
SESS-002826,2024-01-23 15:48:00,/features,LinkedIn,Desktop,USA,338,False,4
SESS-002827,2024-07-26 01:45:00,/home,Referral,Tablet,USA,97,False,3
SESS-002828,2024-08-19 21:34:00,/contact,Google,Mobile,France,111,False,9
SESS-002829,2024-11-12 05:42:00,/products,Google,Desktop,UK,361,False,9
SESS-002830,2024-12-16 15:44:00,/about,Facebook,Tablet,France,158,True,1
SESS-002831,2024-05-11 16:47:00,/pricing,Google,Mobile,Italy,588,True,1
SESS-002832,2024-08-29 08:42:00,/products,LinkedIn,Tablet,Canada,215,False,4
SESS-002833,2024-10-26 06:45:00,/blog,LinkedIn,Mobile,Germany,737,False,4
SESS-002834,2024-05-29 15:58:00,/support,Email,Mobile,UK,745,False,1
SESS-002835,2024-12-25 17:22:00,/home,Twitter,Desktop,Italy,80,False,2
SESS-002836,2024-06-28 14:14:00,/products,LinkedIn,Desktop,Canada,174,False,7
SESS-002837,2024-09-05 11:43:00,/contact,Google,Desktop,Netherlands,287,False,2
SESS-002838,2024-09-16 07:47:00,/products,Facebook,Mobile,Italy,423,True,1
SESS-002839,2024-01-11 08:34:00,/products,Email,Mobile,France,549,False,7
SESS-002840,2024-02-12 01:20:00,/about,Facebook,Mobile,USA,49,False,6
SESS-002841,2024-01-17 00:35:00,/home,Referral,Mobile,France,106,True,1
SESS-002842,2024-10-03 03:30:00,/pricing,Twitter,Tablet,UK,477,False,2
SESS-002843,2024-09-21 01:02:00,/blog,Referral,Mobile,USA,396,False,10
SESS-002844,2024-09-18 18:45:00,/home,Facebook,Tablet,Germany,258,False,9
SESS-002845,2024-01-06 05:48:00,/features,Facebook,Mobile,Canada,427,False,2
SESS-002846,2024-06-08 13:26:00,/contact,Facebook,Tablet,USA,230,False,4
SESS-002847,2024-10-20 01:46:00,/support,Twitter,Desktop,Italy,789,True,1
SESS-002848,2024-09-04 18:42:00,/blog,Google,Desktop,Italy,405,False,5
SESS-002849,2024-09-08 16:17:00,/about,Google,Desktop,USA,98,False,6
SESS-002850,2024-12-11 01:42:00,/blog,Google,Tablet,USA,744,True,1
SESS-002851,2024-07-08 12:04:00,/pricing,Twitter,Mobile,Netherlands,478,True,1
SESS-002852,2024-06-30 20:29:00,/about,LinkedIn,Tablet,Canada,150,False,7
SESS-002853,2024-12-06 01:06:00,/home,Email,Mobile,UK,105,True,1
SESS-002854,2024-03-22 12:48:00,/contact,LinkedIn,Desktop,USA,75,False,3
SESS-002855,2024-02-25 04:28:00,/contact,Google,Desktop,USA,121,True,1
SESS-002856,2024-02-03 13:50:00,/products,Google,Desktop,USA,573,False,4
SESS-002857,2024-05-23 09:36:00,/blog,Twitter,Desktop,Canada,332,True,1
SESS-002858,2024-09-25 17:30:00,/blog,Email,Mobile,France,386,False,4
SESS-002859,2024-11-16 08:01:00,/support,Google,Tablet,Canada,1013,True,1
SESS-002860,2024-04-06 22:24:00,/support,Email,Tablet,France,227,False,3
SESS-002861,2024-03-16 12:58:00,/blog,Direct,Tablet,Spain,414,False,9
SESS-002862,2024-01-09 06:17:00,/about,Direct,Desktop,USA,178,False,5
SESS-002863,2024-03-18 01:56:00,/about,Twitter,Desktop,Netherlands,155,True,1
SESS-002864,2024-05-20 01:55:00,/home,LinkedIn,Tablet,Spain,271,False,1
SESS-002865,2024-12-28 12:57:00,/contact,Referral,Desktop,Germany,121,False,10
SESS-002866,2024-03-16 22:43:00,/contact,Facebook,Desktop,Spain,139,True,1
SESS-002867,2024-08-11 00:18:00,/blog,Referral,Tablet,Netherlands,223,False,3
SESS-002868,2024-10-24 16:17:00,/about,LinkedIn,Mobile,Canada,91,False,3
SESS-002869,2024-09-29 19:28:00,/blog,LinkedIn,Mobile,Canada,353,True,1
SESS-002870,2024-12-19 02:37:00,/products,Referral,Mobile,Netherlands,593,False,5
SESS-002871,2024-07-03 03:28:00,/blog,LinkedIn,Tablet,Canada,689,False,9
SESS-002872,2024-10-18 17:11:00,/blog,LinkedIn,Tablet,Germany,289,True,1
SESS-002873,2024-03-10 00:08:00,/home,Email,Tablet,Italy,44,False,7
SESS-002874,2024-09-01 03:22:00,/features,Google,Desktop,USA,105,True,1
SESS-002875,2024-05-12 19:30:00,/support,Twitter,Tablet,Spain,1050,False,10
SESS-002876,2024-02-17 01:33:00,/about,Twitter,Desktop,Germany,77,True,1
SESS-002877,2024-08-26 00:15:00,/pricing,Google,Tablet,Germany,188,False,8
SESS-002878,2024-07-05 09:13:00,/home,Referral,Tablet,UK,89,False,3
SESS-002879,2024-05-17 06:38:00,/contact,Email,Mobile,UK,143,False,1
SESS-002880,2024-02-18 02:29:00,/blog,Facebook,Desktop,USA,256,False,1
SESS-002881,2024-04-08 15:32:00,/support,Facebook,Mobile,Germany,1137,True,1
SESS-002882,2024-06-08 11:03:00,/about,Twitter,Mobile,Canada,68,False,10
SESS-002883,2024-08-24 19:11:00,/home,Email,Tablet,France,272,False,9
SESS-002884,2024-01-24 06:57:00,/about,Twitter,Desktop,France,39,True,1
SESS-002885,2024-02-23 23:27:00,/products,Facebook,Mobile,Spain,552,True,1
SESS-002886,2024-03-24 21:39:00,/products,Twitter,Tablet,UK,484,True,1
SESS-002887,2024-08-25 16:29:00,/about,Google,Mobile,Netherlands,141,False,9
SESS-002888,2024-01-19 12:02:00,/features,Direct,Desktop,Italy,344,False,10
SESS-002889,2024-09-16 21:27:00,/pricing,Email,Desktop,Italy,579,False,6
SESS-002890,2024-02-11 08:08:00,/support,LinkedIn,Tablet,Netherlands,511,False,7
SESS-002891,2024-04-09 23:36:00,/blog,Twitter,Tablet,Netherlands,549,True,1
SESS-002892,2024-07-02 11:22:00,/about,Referral,Tablet,Italy,151,True,1
SESS-002893,2024-01-12 13:44:00,/products,LinkedIn,Desktop,Netherlands,425,False,6
SESS-002894,2024-12-26 23:22:00,/products,Twitter,Desktop,Germany,396,False,5
SESS-002895,2024-08-18 08:20:00,/blog,Referral,Mobile,Germany,880,False,9
SESS-002896,2024-01-19 14:54:00,/home,Email,Tablet,Spain,199,False,5
SESS-002897,2024-04-25 00:40:00,/support,Email,Tablet,Canada,455,False,4
SESS-002898,2024-04-21 22:53:00,/home,Referral,Mobile,UK,66,True,1
SESS-002899,2024-10-18 18:14:00,/blog,Facebook,Desktop,Spain,196,False,7
SESS-002900,2024-01-27 05:59:00,/products,Facebook,Tablet,Canada,158,False,8
SESS-002901,2024-03-28 08:15:00,/support,Email,Desktop,UK,902,False,10
SESS-002902,2024-08-14 21:02:00,/home,Facebook,Tablet,Germany,190,False,6
SESS-002903,2024-12-30 18:08:00,/pricing,LinkedIn,Desktop,USA,266,False,10
SESS-002904,2024-10-18 12:43:00,/contact,Email,Desktop,Netherlands,85,False,8
SESS-002905,2024-06-16 14:32:00,/contact,Email,Desktop,Netherlands,154,False,6
SESS-002906,2024-07-07 23:14:00,/support,Referral,Desktop,Spain,569,True,1
SESS-002907,2024-05-18 05:08:00,/blog,LinkedIn,Desktop,France,641,False,7
SESS-002908,2024-09-22 04:04:00,/products,Facebook,Tablet,France,257,True,1
SESS-002909,2024-08-13 22:28:00,/contact,Google,Mobile,Germany,74,True,1
SESS-002910,2024-03-06 11:14:00,/support,Referral,Desktop,UK,404,True,1
SESS-002911,2024-04-12 19:30:00,/pricing,Twitter,Mobile,France,352,False,1
SESS-002912,2024-08-01 08:50:00,/about,Facebook,Tablet,UK,167,False,10
SESS-002913,2024-10-20 16:29:00,/features,Facebook,Tablet,Spain,138,True,1
SESS-002914,2024-11-12 22:49:00,/features,Twitter,Mobile,Netherlands,185,False,1
SESS-002915,2024-12-16 13:11:00,/support,Google,Mobile,Netherlands,978,False,5
SESS-002916,2024-01-27 15:00:00,/products,Facebook,Tablet,UK,172,True,1
SESS-002917,2024-12-09 17:45:00,/contact,Twitter,Desktop,Italy,52,True,1
SESS-002918,2024-12-03 17:55:00,/contact,Referral,Tablet,Netherlands,168,False,5
SESS-002919,2024-09-23 20:10:00,/about,LinkedIn,Desktop,USA,124,False,6
SESS-002920,2024-04-30 09:00:00,/pricing,Email,Mobile,USA,222,False,8
SESS-002921,2024-10-05 14:28:00,/support,LinkedIn,Mobile,UK,412,False,1
SESS-002922,2024-08-02 17:29:00,/support,Google,Desktop,Germany,560,False,5
SESS-002923,2024-02-20 18:39:00,/about,Google,Mobile,Spain,39,False,6
SESS-002924,2024-06-20 03:48:00,/features,Google,Mobile,Canada,122,False,8
SESS-002925,2024-07-05 13:05:00,/pricing,Referral,Tablet,UK,352,True,1
SESS-002926,2024-05-22 08:03:00,/support,Facebook,Mobile,Canada,1088,False,10
SESS-002927,2024-04-10 23:27:00,/about,Google,Desktop,Netherlands,62,False,1
SESS-002928,2024-01-25 02:31:00,/pricing,Email,Tablet,France,170,True,1
SESS-002929,2024-10-31 04:06:00,/features,Email,Mobile,Italy,321,False,3
SESS-002930,2024-01-25 16:24:00,/about,Direct,Mobile,USA,148,False,6
SESS-002931,2024-06-26 09:47:00,/features,Email,Desktop,Spain,326,False,9
SESS-002932,2024-02-23 22:55:00,/features,Direct,Mobile,Canada,171,True,1
SESS-002933,2024-09-20 03:33:00,/products,Facebook,Tablet,Spain,475,False,7
SESS-002934,2024-06-13 12:02:00,/features,Twitter,Mobile,UK,221,False,3
SESS-002935,2024-12-20 07:18:00,/blog,Twitter,Mobile,Canada,619,False,1
SESS-002936,2024-06-16 11:43:00,/blog,Email,Desktop,Netherlands,233,False,3
SESS-002937,2024-09-02 02:17:00,/home,Referral,Desktop,France,152,False,8
SESS-002938,2024-10-18 14:32:00,/blog,Google,Mobile,Italy,321,True,1
SESS-002939,2024-09-17 13:29:00,/support,Email,Desktop,Netherlands,579,False,7
SESS-002940,2024-03-03 19:36:00,/contact,LinkedIn,Desktop,UK,91,False,1
SESS-002941,2024-09-02 14:34:00,/pricing,Google,Mobile,USA,175,False,3
SESS-002942,2024-09-07 13:41:00,/blog,Referral,Tablet,Germany,862,False,5
SESS-002943,2024-12-20 18:18:00,/contact,Direct,Mobile,France,51,True,1
SESS-002944,2024-09-12 15:04:00,/blog,Facebook,Mobile,UK,604,False,9
SESS-002945,2024-01-26 20:13:00,/home,Direct,Mobile,Netherlands,80,False,3
SESS-002946,2024-02-08 07:34:00,/home,Direct,Mobile,UK,106,False,7
SESS-002947,2024-12-29 23:30:00,/support,Email,Mobile,Canada,523,False,7
SESS-002948,2024-10-17 07:20:00,/pricing,LinkedIn,Tablet,UK,587,False,9
SESS-002949,2024-11-17 19:44:00,/products,Email,Mobile,Germany,338,False,8
SESS-002950,2024-02-18 03:41:00,/features,Twitter,Mobile,Italy,68,False,8
SESS-002951,2024-05-15 15:54:00,/about,Direct,Desktop,UK,113,False,2
SESS-002952,2024-04-15 05:06:00,/about,Referral,Desktop,Germany,128,False,3
SESS-002953,2024-10-14 07:13:00,/products,Facebook,Tablet,Canada,354,False,2
SESS-002954,2024-04-05 13:31:00,/blog,Email,Desktop,Canada,336,False,5
SESS-002955,2024-10-05 20:03:00,/products,Referral,Desktop,UK,97,False,8
SESS-002956,2024-10-01 02:06:00,/support,Direct,Mobile,Netherlands,1171,False,4
SESS-002957,2024-09-23 21:11:00,/pricing,LinkedIn,Desktop,Germany,487,False,9
SESS-002958,2024-02-07 22:16:00,/pricing,LinkedIn,Mobile,Canada,156,False,4
SESS-002959,2024-05-22 23:49:00,/support,Facebook,Desktop,France,1057,True,1
SESS-002960,2024-06-11 22:38:00,/contact,Referral,Tablet,Spain,236,False,2
SESS-002961,2024-12-03 10:34:00,/contact,Facebook,Tablet,Spain,163,False,9
SESS-002962,2024-11-14 15:27:00,/about,Email,Desktop,UK,85,False,4
SESS-002963,2024-10-22 15:48:00,/features,Referral,Desktop,UK,381,True,1
SESS-002964,2024-12-22 15:08:00,/products,Direct,Desktop,USA,367,False,8
SESS-002965,2024-04-08 04:18:00,/products,Twitter,Desktop,Germany,415,False,3
SESS-002966,2024-04-26 00:08:00,/home,Twitter,Mobile,France,153,False,7
SESS-002967,2024-05-07 20:04:00,/features,Twitter,Tablet,Canada,377,False,3
SESS-002968,2024-09-01 07:58:00,/blog,Google,Tablet,Spain,185,False,10
SESS-002969,2024-12-22 13:35:00,/pricing,Referral,Desktop,France,303,False,10
SESS-002970,2024-08-26 05:59:00,/products,Google,Desktop,Italy,77,False,2
SESS-002971,2024-04-10 13:23:00,/home,Twitter,Mobile,Spain,266,False,3
SESS-002972,2024-01-27 17:09:00,/support,Twitter,Tablet,France,316,False,2
SESS-002973,2024-03-09 22:24:00,/about,Facebook,Mobile,France,105,False,1
SESS-002974,2024-11-04 13:19:00,/pricing,Google,Mobile,USA,264,True,1
SESS-002975,2024-12-04 01:08:00,/pricing,Twitter,Tablet,Italy,300,False,8
SESS-002976,2024-08-16 09:50:00,/home,Email,Desktop,Spain,299,False,3
SESS-002977,2024-03-16 12:01:00,/products,Email,Mobile,UK,551,False,1
SESS-002978,2024-07-23 07:49:00,/features,LinkedIn,Desktop,France,354,False,8
SESS-002979,2024-02-15 04:16:00,/products,Email,Desktop,Netherlands,349,False,3
SESS-002980,2024-06-26 07:37:00,/blog,Referral,Mobile,Germany,569,False,7
SESS-002981,2024-11-25 09:22:00,/home,Direct,Desktop,Canada,67,False,2
SESS-002982,2024-07-24 22:54:00,/home,LinkedIn,Tablet,Spain,242,False,1
SESS-002983,2024-08-24 05:10:00,/features,Referral,Desktop,Germany,443,True,1
SESS-002984,2024-10-14 13:40:00,/products,Direct,Mobile,USA,241,True,1
SESS-002985,2024-07-13 17:44:00,/support,LinkedIn,Tablet,UK,824,False,7
SESS-002986,2024-11-08 18:03:00,/products,Direct,Tablet,France,282,False,8
SESS-002987,2024-05-04 12:58:00,/blog,LinkedIn,Desktop,Canada,372,False,2
SESS-002988,2024-10-10 08:42:00,/blog,Google,Desktop,Canada,640,True,1
SESS-002989,2024-03-20 07:19:00,/features,Email,Desktop,France,342,True,1
SESS-002990,2024-04-20 16:28:00,/support,Email,Desktop,France,953,False,7
SESS-002991,2024-02-09 21:04:00,/blog,Email,Tablet,Italy,272,False,2
SESS-002992,2024-05-25 14:04:00,/blog,Email,Tablet,Spain,198,False,9
SESS-002993,2024-01-25 13:55:00,/blog,Twitter,Mobile,USA,553,False,10
SESS-002994,2024-07-04 04:33:00,/support,Google,Mobile,Netherlands,486,True,1
SESS-002995,2024-02-23 11:20:00,/features,Referral,Tablet,Spain,345,False,7
SESS-002996,2024-04-07 21:56:00,/contact,Google,Mobile,Germany,45,False,2
SESS-002997,2024-03-11 12:58:00,/home,Twitter,Mobile,Germany,250,False,4
SESS-002998,2024-08-03 06:10:00,/features,Facebook,Desktop,Canada,240,False,5
SESS-002999,2024-10-08 00:01:00,/products,Google,Desktop,USA,486,False,3
SESS-003000,2024-02-27 03:38:00,/blog,Facebook,Desktop,France,289,False,1
SESS-003001,2024-11-22 08:22:00,/products,Google,Desktop,Germany,291,False,5
SESS-003002,2024-08-06 19:08:00,/about,LinkedIn,Desktop,Italy,110,True,1
SESS-003003,2024-04-16 20:48:00,/products,Direct,Tablet,Germany,494,False,4
SESS-003004,2024-08-20 15:27:00,/about,Email,Desktop,Netherlands,57,False,2
SESS-003005,2024-04-04 12:42:00,/home,Google,Tablet,Netherlands,282,True,1
SESS-003006,2024-11-09 01:00:00,/pricing,Referral,Desktop,Germany,359,True,1
SESS-003007,2024-01-03 06:48:00,/pricing,LinkedIn,Tablet,Canada,230,False,7
SESS-003008,2024-11-01 15:53:00,/contact,Email,Desktop,Netherlands,60,False,7
SESS-003009,2024-12-23 12:04:00,/home,Direct,Mobile,UK,85,True,1
SESS-003010,2024-07-18 07:24:00,/blog,Direct,Desktop,France,818,False,6
SESS-003011,2024-08-16 15:16:00,/blog,Facebook,Tablet,Canada,226,True,1
SESS-003012,2024-03-09 01:01:00,/support,Twitter,Tablet,UK,560,False,6
SESS-003013,2024-01-31 18:01:00,/pricing,Facebook,Mobile,France,494,False,10
SESS-003014,2024-02-02 14:23:00,/support,Google,Desktop,France,484,False,6
SESS-003015,2024-07-08 00:21:00,/contact,Email,Desktop,Germany,229,False,3
SESS-003016,2024-07-31 09:44:00,/contact,Twitter,Desktop,France,87,True,1
SESS-003017,2024-06-17 02:19:00,/about,Email,Mobile,UK,104,False,5
SESS-003018,2024-05-14 01:22:00,/blog,Twitter,Mobile,Germany,396,False,6
SESS-003019,2024-03-27 13:23:00,/home,Google,Tablet,USA,95,False,1
SESS-003020,2024-06-08 04:12:00,/features,Direct,Mobile,France,314,True,1
SESS-003021,2024-11-08 18:34:00,/pricing,Google,Tablet,USA,506,False,1
SESS-003022,2024-11-15 03:06:00,/contact,Email,Mobile,Germany,112,False,6
SESS-003023,2024-08-02 04:20:00,/pricing,Google,Mobile,UK,512,False,3
SESS-003024,2024-10-07 13:29:00,/features,Email,Desktop,France,380,False,5
SESS-003025,2024-05-29 05:24:00,/pricing,Direct,Desktop,Canada,538,False,1
SESS-003026,2024-11-08 00:37:00,/features,Direct,Mobile,Netherlands,151,False,10
SESS-003027,2024-10-20 05:34:00,/blog,Facebook,Desktop,Netherlands,182,False,3
SESS-003028,2024-04-22 12:45:00,/features,Twitter,Mobile,Spain,218,False,9
SESS-003029,2024-04-17 20:38:00,/support,Referral,Desktop,Italy,1200,True,1
SESS-003030,2024-10-23 00:31:00,/about,Direct,Mobile,France,75,False,1
SESS-003031,2024-12-05 13:58:00,/about,Google,Tablet,Netherlands,74,True,1
